GID_OBJET,TYPE_ANOMALIE,DATE_DETECTION_parsed,annee_Anomalie,DATE_REPARATION,DATE_REPARATION_parsed,OBJET_DEPOSE_OU_ABANDONNE
410100041,FUITE_SIGNAL_TR,2020-10-22T00:00:00.000Z,2020,01/05/21,2021-05-01T00:00:00.000Z,0
410014688,FUITE_SIGNAL_TR,1994-01-01T00:00:00.000Z,1994,01/01/94,1994-01-01T00:00:00.000Z,0
410031623,FUITE_SIGNAL_TR,1968-01-01T00:00:00.000Z,1968,01/01/68,1968-01-01T00:00:00.000Z,0
410031623,FUITE_SIGNAL_TR,1973-01-01T00:00:00.000Z,1973,01/01/73,1973-01-01T00:00:00.000Z,0
410031623,FUITE_SIGNAL_TR,2000-01-01T00:00:00.000Z,2000,01/01/00,2000-01-01T00:00:00.000Z,0
410031624,FUITE_SIGNAL_TR,1980-01-01T00:00:00.000Z,1980,01/01/80,1980-01-01T00:00:00.000Z,0
410031625,FUITE_SIGNAL_TR,1981-01-01T00:00:00.000Z,1981,01/01/81,1981-01-01T00:00:00.000Z,0
410031625,FUITE_SIGNAL_TR,2000-01-01T00:00:00.000Z,2000,01/01/00,2000-01-01T00:00:00.000Z,0
414501318,FUITE_SIGNAL_TR,2020-10-22T00:00:00.000Z,2020,26/10/20,2020-10-26T00:00:00.000Z,0
410528634,FUITE_DETECT_TR,2020-11-04T00:00:00.000Z,2020,17/11/20,2020-11-17T00:00:00.000Z,0
410105814,FUITE_SIGNAL_TR,2020-11-06T00:00:00.000Z,2020,06/11/20,2020-11-06T00:00:00.000Z,0
410016441,FUITE_SIGNAL_TR,1987-11-01T00:00:00.000Z,1987,01/11/87,1987-11-01T00:00:00.000Z,-1
410016448,FUITE_SIGNAL_TR,1975-11-01T00:00:00.000Z,1975,01/11/75,1975-11-01T00:00:00.000Z,0
410073430,FUITE_SIGNAL_TR,1980-07-01T00:00:00.000Z,1980,01/07/80,1980-07-01T00:00:00.000Z,0
410016371,FUITE_SIGNAL_TR,1984-12-01T00:00:00.000Z,1984,01/12/84,1984-12-01T00:00:00.000Z,-1
410017062,FUITE_SIGNAL_TR,1992-12-01T00:00:00.000Z,1992,01/12/92,1992-12-01T00:00:00.000Z,-1
410016175,FUITE_SIGNAL_TR,1988-12-01T00:00:00.000Z,1988,01/12/88,1988-12-01T00:00:00.000Z,-1
410016348,FUITE_SIGNAL_TR,1970-01-01T00:00:00.000Z,1970,01/01/70,1970-01-01T00:00:00.000Z,0
410102289,FUITE_SIGNAL_TR,1967-11-01T00:00:00.000Z,1967,01/11/67,1967-11-01T00:00:00.000Z,0
410102289,FUITE_SIGNAL_TR,1970-09-01T00:00:00.000Z,1970,01/09/70,1970-09-01T00:00:00.000Z,0
410102289,FUITE_SIGNAL_TR,1977-12-01T00:00:00.000Z,1977,01/12/77,1977-12-01T00:00:00.000Z,0
410102289,FUITE_SIGNAL_TR,1979-01-01T00:00:00.000Z,1979,01/01/79,1979-01-01T00:00:00.000Z,0
410102289,FUITE_SIGNAL_TR,1992-11-01T00:00:00.000Z,1992,01/11/92,1992-11-01T00:00:00.000Z,0
410102289,FUITE_SIGNAL_TR,1981-01-01T00:00:00.000Z,1981,01/01/81,1981-01-01T00:00:00.000Z,0
410102289,FUITE_SIGNAL_TR,1972-09-01T00:00:00.000Z,1972,01/09/72,1972-09-01T00:00:00.000Z,0
410102289,FUITE_SIGNAL_TR,1994-01-01T00:00:00.000Z,1994,01/01/94,1994-01-01T00:00:00.000Z,0
410102289,FUITE_SIGNAL_TR,1992-10-01T00:00:00.000Z,1992,01/10/92,1992-10-01T00:00:00.000Z,0
410102289,FUITE_SIGNAL_TR,1987-01-01T00:00:00.000Z,1987,01/01/87,1987-01-01T00:00:00.000Z,0
410102289,FUITE_SIGNAL_TR,1994-02-01T00:00:00.000Z,1994,01/02/94,1994-02-01T00:00:00.000Z,0
410047228,FUITE_SIGNAL_TR,1980-05-01T00:00:00.000Z,1980,01/05/80,1980-05-01T00:00:00.000Z,0
410047226,FUITE_SIGNAL_TR,1990-02-01T00:00:00.000Z,1990,01/02/90,1990-02-01T00:00:00.000Z,0
410015274,FUITE_SIGNAL_TR,1972-01-01T00:00:00.000Z,1972,01/01/72,1972-01-01T00:00:00.000Z,-1
410015700,FUITE_SIGNAL_TR,1974-11-01T00:00:00.000Z,1974,01/11/74,1974-11-01T00:00:00.000Z,-1
410015729,FUITE_SIGNAL_TR,1975-05-01T00:00:00.000Z,1975,01/05/75,1975-05-01T00:00:00.000Z,-1
410015727,FUITE_SIGNAL_TR,1975-03-01T00:00:00.000Z,1975,01/03/75,1975-03-01T00:00:00.000Z,-1
410015727,FUITE_SIGNAL_TR,1974-01-01T00:00:00.000Z,1974,01/01/74,1974-01-01T00:00:00.000Z,-1
410015727,FUITE_SIGNAL_TR,1994-01-01T00:00:00.000Z,1994,01/01/94,1994-01-01T00:00:00.000Z,-1
410965899,FUITE_SIGNAL_TR,1997-05-06T00:00:00.000Z,1997,22/05/97,1997-05-22T00:00:00.000Z,0
410004498,FUITE_SIGNAL_TR,1997-06-02T00:00:00.000Z,1997,02/06/97,1997-06-02T00:00:00.000Z,-1
410015339,FUITE_SIGNAL_TR,1997-07-04T00:00:00.000Z,1997,09/07/97,1997-07-09T00:00:00.000Z,-1
410028040,FUITE_SIGNAL_TR,1997-06-13T00:00:00.000Z,1997,16/06/97,1997-06-16T00:00:00.000Z,-1
410966613,FUITE_SIGNAL_TR,1997-06-02T00:00:00.000Z,1997,02/06/97,1997-06-02T00:00:00.000Z,-1
410017075,FUITE_SIGNAL_TR,1997-06-27T00:00:00.000Z,1997,30/06/97,1997-06-30T00:00:00.000Z,-1
410016222,FUITE_SIGNAL_TR,1997-06-10T00:00:00.000Z,1997,16/06/97,1997-06-16T00:00:00.000Z,-1
410015520,FUITE_SIGNAL_TR,1997-05-12T00:00:00.000Z,1997,03/06/97,1997-06-03T00:00:00.000Z,-1
410015521,FUITE_SIGNAL_TR,1997-05-13T00:00:00.000Z,1997,15/05/97,1997-05-15T00:00:00.000Z,-1
410015343,FUITE_SIGNAL_TR,1997-04-30T00:00:00.000Z,1997,28/05/97,1997-05-28T00:00:00.000Z,-1
410014130,FUITE_SIGNAL_TR,1997-05-12T00:00:00.000Z,1997,22/05/97,1997-05-22T00:00:00.000Z,0
410015340,FUITE_SIGNAL_TR,1997-03-28T00:00:00.000Z,1997,22/05/97,1997-05-22T00:00:00.000Z,-1
410022591,FUITE_SIGNAL_TR,1997-06-03T00:00:00.000Z,1997,03/06/97,1997-06-03T00:00:00.000Z,0
410023004,FUITE_SIGNAL_TR,1997-03-08T00:00:00.000Z,1997,11/03/97,1997-03-11T00:00:00.000Z,-1
410039077,FUITE_SIGNAL_TR,1997-01-17T00:00:00.000Z,1997,18/02/97,1997-02-18T00:00:00.000Z,-1
410045298,FUITE_SIGNAL_TR,1997-06-16T00:00:00.000Z,1997,16/06/97,1997-06-16T00:00:00.000Z,-1
410048423,FUITE_SIGNAL_TR,1997-06-20T00:00:00.000Z,1997,20/06/97,1997-06-20T00:00:00.000Z,0
410043984,FUITE_SIGNAL_TR,1997-05-20T00:00:00.000Z,1997,20/05/97,1997-05-20T00:00:00.000Z,-1
410044473,FUITE_SIGNAL_TR,1997-06-23T00:00:00.000Z,1997,24/06/97,1997-06-24T00:00:00.000Z,0
410044009,FUITE_SIGNAL_TR,1997-05-20T00:00:00.000Z,1997,20/05/97,1997-05-20T00:00:00.000Z,-1
410038205,FUITE_SIGNAL_TR,1998-04-27T00:00:00.000Z,1998,27/04/98,1998-04-27T00:00:00.000Z,-1
410522360,FUITE_SIGNAL_TR,1998-05-06T00:00:00.000Z,1998,06/05/98,1998-05-06T00:00:00.000Z,0
410020210,FUITE_SIGNAL_TR,1998-05-06T00:00:00.000Z,1998,07/05/98,1998-05-07T00:00:00.000Z,0
410018294,FUITE_SIGNAL_TR,1998-05-05T00:00:00.000Z,1998,07/05/98,1998-05-07T00:00:00.000Z,-1
410018035,FUITE_SIGNAL_TR,1998-05-06T00:00:00.000Z,1998,06/05/98,1998-05-06T00:00:00.000Z,0
410071194,FUITE_SIGNAL_TR,1998-04-14T00:00:00.000Z,1998,14/04/98,1998-04-14T00:00:00.000Z,0
410042594,FUITE_SIGNAL_TR,1998-04-20T00:00:00.000Z,1998,21/04/98,1998-04-21T00:00:00.000Z,0
410012585,FUITE_SIGNAL_TR,1998-01-07T00:00:00.000Z,1998,08/01/98,1998-01-08T00:00:00.000Z,0
410040598,FUITE_SIGNAL_TR,1998-04-16T00:00:00.000Z,1998,16/04/98,1998-04-16T00:00:00.000Z,-1
410032032,FUITE_SIGNAL_TR,1998-04-21T00:00:00.000Z,1998,21/04/98,1998-04-21T00:00:00.000Z,-1
410029744,FUITE_SIGNAL_TR,1998-04-17T00:00:00.000Z,1998,17/04/98,1998-04-17T00:00:00.000Z,0
410112068,FUITE_SIGNAL_TR,1998-03-16T00:00:00.000Z,1998,23/03/98,1998-03-23T00:00:00.000Z,0
410042594,FUITE_SIGNAL_TR,1998-03-31T00:00:00.000Z,1998,31/03/98,1998-03-31T00:00:00.000Z,0
410042594,FUITE_SIGNAL_TR,1998-03-30T00:00:00.000Z,1998,30/03/98,1998-03-30T00:00:00.000Z,0
410001896,FUITE_SIGNAL_TR,1998-04-09T00:00:00.000Z,1998,09/04/98,1998-04-09T00:00:00.000Z,-1
410016715,FUITE_SIGNAL_TR,1998-04-01T00:00:00.000Z,1998,03/04/98,1998-04-03T00:00:00.000Z,-1
410013095,FUITE_SIGNAL_TR,1998-04-08T00:00:00.000Z,1998,08/04/98,1998-04-08T00:00:00.000Z,0
410029479,FUITE_SIGNAL_TR,1998-04-09T00:00:00.000Z,1998,09/04/98,1998-04-09T00:00:00.000Z,0
410045717,FUITE_SIGNAL_TR,1997-07-25T00:00:00.000Z,1997,25/07/97,1997-07-25T00:00:00.000Z,0
410028692,FUITE_SIGNAL_TR,1997-04-14T00:00:00.000Z,1997,14/04/97,1997-04-14T00:00:00.000Z,0
410052921,FUITE_SIGNAL_TR,1998-05-02T00:00:00.000Z,1998,02/05/98,1998-05-02T00:00:00.000Z,-1
410013196,FUITE_SIGNAL_TR,1998-06-04T00:00:00.000Z,1998,04/06/98,1998-06-04T00:00:00.000Z,-1
410122562,FUITE_DETECT_TR,2020-11-12T00:00:00.000Z,2020,10/05/21,2021-05-10T00:00:00.000Z,0
410022237,FUITE_SIGNAL_TR,1986-10-01T00:00:00.000Z,1986,01/10/86,1986-10-01T00:00:00.000Z,0
410528634,FUITE_DETECT_TR,2020-11-16T00:00:00.000Z,2020,23/11/20,2020-11-23T00:00:00.000Z,0
410022236,FUITE_SIGNAL_TR,1980-07-01T00:00:00.000Z,1980,01/07/80,1980-07-01T00:00:00.000Z,0
410022235,FUITE_SIGNAL_TR,2000-01-01T00:00:00.000Z,2000,01/01/00,2000-01-01T00:00:00.000Z,0
410038852,FUITE_SIGNAL_TR,1991-12-01T00:00:00.000Z,1991,01/12/91,1991-12-01T00:00:00.000Z,0
410038824,FUITE_SIGNAL_TR,1995-06-01T00:00:00.000Z,1995,01/06/95,1995-06-01T00:00:00.000Z,0
410038824,FUITE_SIGNAL_TR,1995-06-01T00:00:00.000Z,1995,01/06/95,1995-06-01T00:00:00.000Z,0
410038824,FUITE_SIGNAL_TR,1980-12-01T00:00:00.000Z,1980,01/12/80,1980-12-01T00:00:00.000Z,0
410038822,FUITE_SIGNAL_TR,1984-04-01T00:00:00.000Z,1984,01/04/84,1984-04-01T00:00:00.000Z,0
410038822,FUITE_SIGNAL_TR,1990-01-01T00:00:00.000Z,1990,01/01/90,1990-01-01T00:00:00.000Z,0
410038822,FUITE_SIGNAL_TR,1972-07-01T00:00:00.000Z,1972,01/07/72,1972-07-01T00:00:00.000Z,0
410015607,FUITE_SIGNAL_TR,1986-07-01T00:00:00.000Z,1986,01/07/86,1986-07-01T00:00:00.000Z,-1
410506230,FUITE_SIGNAL_TR,1992-02-01T00:00:00.000Z,1992,01/02/92,1992-02-01T00:00:00.000Z,-1
410506230,FUITE_SIGNAL_TR,1980-12-01T00:00:00.000Z,1980,01/12/80,1980-12-01T00:00:00.000Z,-1
410105823,FUITE_SIGNAL_TR,2020-11-19T00:00:00.000Z,2020,04/12/20,2020-12-04T00:00:00.000Z,0
410015504,FUITE_SIGNAL_TR,1988-11-01T00:00:00.000Z,1988,01/11/88,1988-11-01T00:00:00.000Z,0
410015593,FUITE_SIGNAL_TR,1973-01-01T00:00:00.000Z,1973,01/01/73,1973-01-01T00:00:00.000Z,-1
410934129,FUITE_SIGNAL_TR,2020-12-04T00:00:00.000Z,2020,04/12/20,2020-12-04T00:00:00.000Z,-1
500939581,FUITE_SIGNAL_TR,1978-08-01T00:00:00.000Z,1978,01/08/78,1978-08-01T00:00:00.000Z,0
410043940,FUITE_SIGNAL_TR,1980-08-01T00:00:00.000Z,1980,01/08/88,1988-08-01T00:00:00.000Z,0
410043938,FUITE_SIGNAL_TR,1990-06-01T00:00:00.000Z,1990,01/06/90,1990-06-01T00:00:00.000Z,0
410043938,FUITE_SIGNAL_TR,1995-11-30T00:00:00.000Z,1995,30/11/95,1995-11-30T00:00:00.000Z,0
410043922,FUITE_SIGNAL_TR,1986-06-01T00:00:00.000Z,1986,01/06/86,1986-06-01T00:00:00.000Z,0
410066056,FUITE_SIGNAL_TR,1992-06-01T00:00:00.000Z,1992,01/06/92,1992-06-01T00:00:00.000Z,0
410046985,FUITE_SIGNAL_TR,1986-08-01T00:00:00.000Z,1986,01/08/86,1986-08-01T00:00:00.000Z,0
410523419,FUITE_SIGNAL_TR,1978-03-01T00:00:00.000Z,1978,01/03/78,1978-03-01T00:00:00.000Z,-1
410047002,FUITE_SIGNAL_TR,1983-01-01T00:00:00.000Z,1983,01/01/83,1983-01-01T00:00:00.000Z,0
416002432,FUITE_SIGNAL_TR,1979-09-01T00:00:00.000Z,1979,01/09/79,1979-09-01T00:00:00.000Z,0
410046969,FUITE_SIGNAL_TR,1985-06-01T00:00:00.000Z,1985,01/06/85,1985-06-01T00:00:00.000Z,0
410046969,FUITE_SIGNAL_TR,1985-01-01T00:00:00.000Z,1985,01/01/85,1985-01-01T00:00:00.000Z,0
410046969,FUITE_SIGNAL_TR,1985-01-01T00:00:00.000Z,1985,01/01/85,1985-01-01T00:00:00.000Z,0
410046969,FUITE_SIGNAL_TR,1985-01-01T00:00:00.000Z,1985,01/01/85,1985-01-01T00:00:00.000Z,0
410046969,FUITE_SIGNAL_TR,1987-05-01T00:00:00.000Z,1987,01/05/87,1987-05-01T00:00:00.000Z,0
410071976,FUITE_SIGNAL_TR,1985-01-01T00:00:00.000Z,1985,01/01/85,1985-01-01T00:00:00.000Z,0
410046900,FUITE_SIGNAL_TR,1981-05-01T00:00:00.000Z,1981,01/05/81,1981-05-01T00:00:00.000Z,0
410519150,FUITE_SIGNAL_TR,1980-11-01T00:00:00.000Z,1980,01/11/80,1980-11-01T00:00:00.000Z,0
410046925,FUITE_SIGNAL_TR,1985-01-01T00:00:00.000Z,1985,01/01/85,1985-01-01T00:00:00.000Z,0
410046882,FUITE_SIGNAL_TR,1995-06-01T00:00:00.000Z,1995,01/06/95,1995-06-01T00:00:00.000Z,-1
410046345,FUITE_SIGNAL_TR,1978-11-01T00:00:00.000Z,1978,01/11/78,1978-11-01T00:00:00.000Z,0
410523419,FUITE_SIGNAL_TR,1977-12-01T00:00:00.000Z,1977,01/12/77,1977-12-01T00:00:00.000Z,-1
410523419,FUITE_SIGNAL_TR,1988-08-01T00:00:00.000Z,1988,01/08/88,1988-08-01T00:00:00.000Z,-1
410523419,FUITE_SIGNAL_TR,1981-09-01T00:00:00.000Z,1981,01/09/81,1981-09-01T00:00:00.000Z,-1
410523419,FUITE_SIGNAL_TR,1981-08-01T00:00:00.000Z,1981,01/08/81,1981-08-01T00:00:00.000Z,-1
410046886,FUITE_SIGNAL_TR,1990-01-01T00:00:00.000Z,1990,01/01/90,1990-01-01T00:00:00.000Z,-1
410043788,FUITE_SIGNAL_TR,1987-01-01T00:00:00.000Z,1987,01/01/87,1987-01-01T00:00:00.000Z,0
410523763,FUITE_SIGNAL_TR,1980-12-01T00:00:00.000Z,1980,01/12/80,1980-12-01T00:00:00.000Z,-1
410052229,FUITE_SIGNAL_TR,1997-07-22T00:00:00.000Z,1997,24/07/97,1997-07-24T00:00:00.000Z,-1
410009590,FUITE_SIGNAL_TR,1997-08-04T00:00:00.000Z,1997,04/08/97,1997-08-04T00:00:00.000Z,0
410011312,FUITE_SIGNAL_TR,1997-07-30T00:00:00.000Z,1997,01/08/97,1997-08-01T00:00:00.000Z,0
410018209,FUITE_SIGNAL_TR,1997-07-25T00:00:00.000Z,1997,29/08/97,1997-08-29T00:00:00.000Z,-1
410048274,FUITE_SIGNAL_TR,1997-06-27T00:00:00.000Z,1997,30/06/97,1997-06-30T00:00:00.000Z,0
410035805,FUITE_SIGNAL_TR,1997-07-07T00:00:00.000Z,1997,10/07/97,1997-07-10T00:00:00.000Z,0
410004231,FUITE_SIGNAL_TR,1997-07-30T00:00:00.000Z,1997,30/07/97,1997-07-30T00:00:00.000Z,-1
410018840,FUITE_SIGNAL_TR,1997-07-24T00:00:00.000Z,1997,24/07/97,1997-07-24T00:00:00.000Z,-1
410004351,FUITE_SIGNAL_TR,1997-04-10T00:00:00.000Z,1997,17/04/97,1997-04-17T00:00:00.000Z,-1
410045723,FUITE_SIGNAL_TR,1997-07-07T00:00:00.000Z,1997,07/07/97,1997-07-07T00:00:00.000Z,0
410054869,FUITE_SIGNAL_TR,1997-07-11T00:00:00.000Z,1997,11/07/97,1997-07-11T00:00:00.000Z,0
410040909,FUITE_SIGNAL_TR,1997-07-17T00:00:00.000Z,1997,18/07/97,1997-07-18T00:00:00.000Z,0
410808978,FUITE_SIGNAL_TR,1997-07-18T00:00:00.000Z,1997,18/07/97,1997-07-18T00:00:00.000Z,0
410043387,FUITE_SIGNAL_TR,1997-06-28T00:00:00.000Z,1997,28/06/97,1997-06-28T00:00:00.000Z,0
410019255,FUITE_SIGNAL_TR,1997-07-15T00:00:00.000Z,1997,15/07/97,1997-07-15T00:00:00.000Z,0
410048377,FUITE_SIGNAL_TR,1997-06-21T00:00:00.000Z,1997,21/06/97,1997-06-21T00:00:00.000Z,-1
410016391,FUITE_SIGNAL_TR,1997-07-10T00:00:00.000Z,1997,10/07/97,1997-07-10T00:00:00.000Z,-1
410035367,FUITE_SIGNAL_TR,1997-07-10T00:00:00.000Z,1997,10/07/97,1997-07-10T00:00:00.000Z,-1
410006310,FUITE_SIGNAL_TR,1997-07-29T00:00:00.000Z,1997,29/07/97,1997-07-29T00:00:00.000Z,-1
410008373,FUITE_SIGNAL_TR,1997-08-16T00:00:00.000Z,1997,16/08/97,1997-08-16T00:00:00.000Z,-1
410939371,FUITE_SIGNAL_TR,1997-12-08T00:00:00.000Z,1997,08/12/97,1997-12-08T00:00:00.000Z,-1
410842261,FUITE_SIGNAL_TR,1998-06-15T00:00:00.000Z,1998,15/06/98,1998-06-15T00:00:00.000Z,0
410012314,FUITE_SIGNAL_TR,1998-06-15T00:00:00.000Z,1998,15/06/98,1998-06-15T00:00:00.000Z,-1
410012312,FUITE_SIGNAL_TR,1998-06-08T00:00:00.000Z,1998,11/06/98,1998-06-11T00:00:00.000Z,-1
410041329,FUITE_SIGNAL_TR,1998-05-31T00:00:00.000Z,1998,31/05/98,1998-05-31T00:00:00.000Z,0
410023046,FUITE_SIGNAL_TR,1998-06-08T00:00:00.000Z,1998,10/06/98,1998-06-10T00:00:00.000Z,0
410015632,FUITE_SIGNAL_TR,1979-03-01T00:00:00.000Z,1979,01/03/79,1979-03-01T00:00:00.000Z,0
410015632,FUITE_SIGNAL_TR,1980-10-01T00:00:00.000Z,1980,01/10/80,1980-10-01T00:00:00.000Z,0
410015632,FUITE_SIGNAL_TR,1985-04-01T00:00:00.000Z,1985,01/04/85,1985-04-01T00:00:00.000Z,0
410015632,FUITE_SIGNAL_TR,1995-12-01T00:00:00.000Z,1995,01/12/95,1995-12-01T00:00:00.000Z,0
410015632,FUITE_SIGNAL_TR,1992-08-01T00:00:00.000Z,1992,01/08/92,1992-08-01T00:00:00.000Z,0
410015632,FUITE_SIGNAL_TR,1980-10-01T00:00:00.000Z,1980,01/10/80,1980-10-01T00:00:00.000Z,0
410015634,FUITE_SIGNAL_TR,1984-08-01T00:00:00.000Z,1984,01/08/84,1984-08-01T00:00:00.000Z,0
410017752,FUITE_SIGNAL_TR,1998-07-03T00:00:00.000Z,1998,03/07/98,1998-07-03T00:00:00.000Z,0
410052978,FUITE_SIGNAL_TR,1998-07-29T00:00:00.000Z,1998,29/07/98,1998-07-29T00:00:00.000Z,0
410009429,FUITE_SIGNAL_TR,1998-08-13T00:00:00.000Z,1998,13/08/98,1998-08-13T00:00:00.000Z,-1
410052166,FUITE_SIGNAL_TR,1998-08-24T00:00:00.000Z,1998,24/08/98,1998-08-24T00:00:00.000Z,0
410035912,FUITE_SIGNAL_TR,1998-07-01T00:00:00.000Z,1998,01/07/98,1998-07-01T00:00:00.000Z,0
410003232,FUITE_SIGNAL_TR,1998-08-28T00:00:00.000Z,1998,28/08/98,1998-08-28T00:00:00.000Z,0
410038786,FUITE_SIGNAL_TR,1998-08-28T00:00:00.000Z,1998,28/08/98,1998-08-28T00:00:00.000Z,-1
410025206,FUITE_SIGNAL_TR,1998-08-03T00:00:00.000Z,1998,03/08/98,1998-08-03T00:00:00.000Z,-1
410044472,FUITE_SIGNAL_TR,1998-08-25T00:00:00.000Z,1998,25/08/98,1998-08-25T00:00:00.000Z,0
410016295,FUITE_SIGNAL_TR,1998-08-16T00:00:00.000Z,1998,16/08/98,1998-08-16T00:00:00.000Z,0
410031688,FUITE_SIGNAL_TR,1998-08-12T00:00:00.000Z,1998,12/08/98,1998-08-12T00:00:00.000Z,0
410815533,FUITE_SIGNAL_TR,2022-06-10T00:00:00.000Z,2022,10/06/22,2022-06-10T00:00:00.000Z,0
410520485,FUITE_SIGNAL_TR,2020-12-14T00:00:00.000Z,2020,15/12/21,2021-12-15T00:00:00.000Z,0
410015586,FUITE_SIGNAL_TR,1982-11-01T00:00:00.000Z,1982,01/11/82,1982-11-01T00:00:00.000Z,-1
410015533,FUITE_SIGNAL_TR,1984-11-01T00:00:00.000Z,1984,01/11/84,1984-11-01T00:00:00.000Z,0
410015533,FUITE_SIGNAL_TR,1995-01-01T00:00:00.000Z,1995,01/01/95,1995-01-01T00:00:00.000Z,0
410015535,FUITE_SIGNAL_TR,1985-01-01T00:00:00.000Z,1985,01/01/85,1985-01-01T00:00:00.000Z,0
410015579,FUITE_SIGNAL_TR,1974-11-01T00:00:00.000Z,1974,01/11/74,1974-11-01T00:00:00.000Z,-1
410015579,FUITE_SIGNAL_TR,1986-12-01T00:00:00.000Z,1986,01/12/86,1986-12-01T00:00:00.000Z,-1
410015552,FUITE_SIGNAL_TR,1978-05-01T00:00:00.000Z,1978,01/05/78,1978-05-01T00:00:00.000Z,0
410511128,FUITE_SIGNAL_TR,1981-10-01T00:00:00.000Z,1981,01/10/81,1981-10-01T00:00:00.000Z,0
417003054,FUITE_DETECT_TR,2020-12-16T00:00:00.000Z,2020,12/01/22,2022-01-12T00:00:00.000Z,0
410043427,FUITE_SIGNAL_TR,1988-02-01T00:00:00.000Z,1988,01/02/88,1988-02-01T00:00:00.000Z,0
410043424,FUITE_SIGNAL_TR,1984-04-01T00:00:00.000Z,1984,01/04/84,1984-04-01T00:00:00.000Z,0
410064756,FUITE_SIGNAL_TR,1993-07-01T00:00:00.000Z,1993,01/07/93,1993-07-01T00:00:00.000Z,0
410087956,FUITE_SIGNAL_TR,1978-09-01T00:00:00.000Z,1978,01/09/78,1978-09-01T00:00:00.000Z,0
410046173,FUITE_SIGNAL_TR,1990-11-01T00:00:00.000Z,1990,01/11/90,1990-11-01T00:00:00.000Z,0
410043418,FUITE_SIGNAL_TR,1970-07-07T00:00:00.000Z,1970,07/07/70,1970-07-07T00:00:00.000Z,-1
410012035,FUITE_SIGNAL_TR,1996-06-25T00:00:00.000Z,1996,27/06/96,1996-06-27T00:00:00.000Z,0
410019410,FUITE_SIGNAL_TR,1996-09-12T00:00:00.000Z,1996,12/09/96,1996-09-12T00:00:00.000Z,-1
410931516,FUITE_SIGNAL_TR,1996-08-28T00:00:00.000Z,1996,28/08/96,1996-08-28T00:00:00.000Z,-1
410809861,FUITE_SIGNAL_TR,1996-09-24T00:00:00.000Z,1996,25/09/96,1996-09-25T00:00:00.000Z,-1
410100687,FUITE_SIGNAL_TR,2021-01-06T00:00:00.000Z,2021,07/01/21,2021-01-07T00:00:00.000Z,0
410116986,FUITE_SIGNAL_TR,2021-01-07T00:00:00.000Z,2021,07/01/21,2021-01-07T00:00:00.000Z,0
410510172,FUITE_SIGNAL_TR,1983-11-01T00:00:00.000Z,1983,01/11/83,1983-11-01T00:00:00.000Z,-1
410080253,FUITE_SIGNAL_TR,1990-05-01T00:00:00.000Z,1990,01/05/90,1990-05-01T00:00:00.000Z,0
410080253,FUITE_SIGNAL_TR,1990-05-01T00:00:00.000Z,1990,01/05/90,1990-05-01T00:00:00.000Z,0
410080253,FUITE_SIGNAL_TR,1990-05-01T00:00:00.000Z,1990,01/05/90,1990-05-01T00:00:00.000Z,0
410043802,FUITE_SIGNAL_TR,1988-02-01T00:00:00.000Z,1988,01/02/88,1988-02-01T00:00:00.000Z,-1
410043805,FUITE_SIGNAL_TR,1976-12-01T00:00:00.000Z,1976,01/12/76,1976-12-01T00:00:00.000Z,-1
410043669,FUITE_SIGNAL_TR,1978-05-01T00:00:00.000Z,1978,01/05/78,1978-05-01T00:00:00.000Z,0
410047044,FUITE_SIGNAL_TR,1988-06-01T00:00:00.000Z,1988,01/06/88,1988-06-01T00:00:00.000Z,0
410044072,FUITE_SIGNAL_TR,1996-02-06T00:00:00.000Z,1996,06/02/96,1996-02-06T00:00:00.000Z,0
410064504,FUITE_SIGNAL_TR,1978-01-01T00:00:00.000Z,1978,01/01/78,1978-01-01T00:00:00.000Z,-1
410069913,FUITE_SIGNAL_TR,1978-05-01T00:00:00.000Z,1978,01/05/78,1978-05-01T00:00:00.000Z,0
416500647,FUITE_SIGNAL_TR,1980-04-01T00:00:00.000Z,1980,01/04/80,1980-04-01T00:00:00.000Z,0
410045683,FUITE_SIGNAL_TR,1974-04-24T00:00:00.000Z,1974,24/04/74,1974-04-24T00:00:00.000Z,0
410045688,FUITE_SIGNAL_TR,1974-07-01T00:00:00.000Z,1974,01/07/74,1974-07-01T00:00:00.000Z,-1
410045685,FUITE_SIGNAL_TR,1971-12-01T00:00:00.000Z,1971,01/12/71,1971-12-01T00:00:00.000Z,-1
410045733,FUITE_SIGNAL_TR,1973-08-24T00:00:00.000Z,1973,24/08/73,1973-08-24T00:00:00.000Z,0
410046925,FUITE_SIGNAL_TR,1995-04-10T00:00:00.000Z,1995,10/04/95,1995-04-10T00:00:00.000Z,0
410048866,FUITE_SIGNAL_TR,1996-03-08T00:00:00.000Z,1996,08/03/96,1996-03-08T00:00:00.000Z,0
410048988,FUITE_SIGNAL_TR,1996-03-05T00:00:00.000Z,1996,05/03/96,1996-03-05T00:00:00.000Z,0
410049098,FUITE_SIGNAL_TR,1996-08-02T00:00:00.000Z,1996,02/08/96,1996-08-02T00:00:00.000Z,0
413504243,FUITE_SIGNAL_TR,1995-08-18T00:00:00.000Z,1995,18/08/95,1995-08-18T00:00:00.000Z,-1
410008834,FUITE_SIGNAL_TR,1997-08-16T00:00:00.000Z,1997,16/08/97,1997-08-16T00:00:00.000Z,0
410045592,FUITE_SIGNAL_TR,1997-08-12T00:00:00.000Z,1997,12/08/97,1997-08-12T00:00:00.000Z,0
